frame,timestamp_sec,timestamp_hhmmss,class,confidence,bbox
4863,162.1,00:02:42.09,1,,"[0.569676, 0.581311, 0.0998647, 0.142264]"
4864,162.13333333333333,00:02:42.13,1,,"[0.570586, 0.582215, 0.0984274, 0.141538]"
4865,162.16666666666666,00:02:42.16,1,,"[0.570932, 0.584277, 0.0979085, 0.138138]"
4866,162.2,00:02:42.19,1,,"[0.570697, 0.584795, 0.0980373, 0.137117]"
4867,162.23333333333332,00:02:42.23,1,,"[0.570478, 0.585325, 0.0980189, 0.137301]"
4868,162.26666666666668,00:02:42.26,1,,"[0.569496, 0.585492, 0.100408, 0.136963]"
4869,162.3,00:02:42.30,1,,"[0.569907, 0.586759, 0.0999043, 0.135553]"
4870,162.33333333333334,00:02:42.33,1,,"[0.568113, 0.586292, 0.103752, 0.13504]"
4871,162.36666666666667,00:02:42.36,1,,"[0.567731, 0.587081, 0.104068, 0.133344]"
4872,162.4,00:02:42.40,1,,"[0.567707, 0.590101, 0.103949, 0.1284]"
4873,162.43333333333334,00:02:42.43,1,,"[0.566456, 0.591994, 0.106895, 0.12489]"
4874,162.46666666666667,00:02:42.46,1,,"[0.566471, 0.593147, 0.106695, 0.123151]"
4875,162.5,00:02:42.50,1,,"[0.56584, 0.595827, 0.106503, 0.117359]"
4876,162.53333333333333,00:02:42.53,1,,"[0.565303, 0.595528, 0.106514, 0.118972]"
4877,162.56666666666666,00:02:42.56,1,,"[0.565343, 0.595321, 0.106838, 0.119861]"
4878,162.6,00:02:42.59,1,,"[0.565557, 0.595803, 0.106455, 0.118826]"
4879,162.63333333333333,00:02:42.63,1,,"[0.566284, 0.59549, 0.106327, 0.118426]"
4880,162.66666666666666,00:02:42.66,1,,"[0.56615, 0.59589, 0.106708, 0.117113]"
4881,162.7,00:02:42.69,1,,"[0.565269, 0.59551, 0.108413, 0.117838]"
4882,162.73333333333332,00:02:42.73,1,,"[0.565315, 0.594909, 0.108032, 0.118319]"
4883,162.76666666666668,00:02:42.76,1,,"[0.564647, 0.596051, 0.109431, 0.116584]"
4884,162.8,00:02:42.80,1,,"[0.563189, 0.595103, 0.112808, 0.119499]"
4885,162.83333333333334,00:02:42.83,1,,"[0.562636, 0.596438, 0.113333, 0.116731]"
4886,162.86666666666667,00:02:42.86,1,,"[0.56308, 0.59696, 0.113261, 0.115323]"
4887,162.9,00:02:42.90,1,,"[0.56096, 0.596777, 0.114544, 0.115418]"
4888,162.93333333333334,00:02:42.93,1,,"[0.560222, 0.596695, 0.11561, 0.114761]"
4889,162.96666666666667,00:02:42.96,1,,"[0.559818, 0.59689, 0.117083, 0.114811]"
4890,163.0,00:02:43.00,1,,"[0.559813, 0.597421, 0.116461, 0.114299]"
4891,163.03333333333333,00:02:43.03,1,,"[0.559514, 0.597042, 0.117571, 0.114871]"
4892,163.06666666666666,00:02:43.06,1,,"[0.559719, 0.597148, 0.11733, 0.115838]"
4893,163.1,00:02:43.09,1,,"[0.559544, 0.59605, 0.117595, 0.117913]"
4894,163.13333333333333,00:02:43.13,1,,"[0.560093, 0.594644, 0.115286, 0.119597]"
4895,163.16666666666666,00:02:43.16,1,,"[0.560858, 0.593738, 0.114129, 0.121853]"
4896,163.2,00:02:43.19,1,,"[0.562315, 0.593265, 0.115087, 0.123454]"
4897,163.23333333333332,00:02:43.23,1,,"[0.562516, 0.591505, 0.113573, 0.126298]"
4898,163.26666666666668,00:02:43.26,1,,"[0.562271, 0.587308, 0.113151, 0.132073]"
4899,163.3,00:02:43.30,1,,"[0.562324, 0.586015, 0.11232, 0.133745]"
4900,163.33333333333334,00:02:43.33,1,,"[0.562442, 0.585242, 0.111852, 0.133998]"
4901,163.36666666666667,00:02:43.36,1,,"[0.563135, 0.586267, 0.110799, 0.130282]"
4902,163.4,00:02:43.40,1,,"[0.562875, 0.586496, 0.109627, 0.129529]"
4903,163.43333333333334,00:02:43.43,1,,"[0.563216, 0.586452, 0.109506, 0.129296]"
4904,163.46666666666667,00:02:43.46,1,,"[0.563178, 0.586141, 0.109503, 0.130075]"
4905,163.5,00:02:43.50,1,,"[0.563634, 0.585976, 0.108826, 0.130026]"
4906,163.53333333333333,00:02:43.53,1,,"[0.56327, 0.585937, 0.108927, 0.130151]"
4907,163.56666666666666,00:02:43.56,1,,"[0.563071, 0.585356, 0.108822, 0.130823]"
4908,163.6,00:02:43.59,1,,"[0.563225, 0.58544, 0.108185, 0.130402]"
4909,163.63333333333333,00:02:43.63,1,,"[0.563276, 0.585763, 0.10791, 0.129931]"
4910,163.66666666666666,00:02:43.66,1,,"[0.563494, 0.586406, 0.108426, 0.130785]"
4911,163.7,00:02:43.69,1,,"[0.563501, 0.586541, 0.10848, 0.130296]"
4912,163.73333333333332,00:02:43.73,1,,"[0.563841, 0.587349, 0.107742, 0.129495]"
4913,163.76666666666668,00:02:43.76,1,,"[0.564672, 0.587106, 0.106687, 0.13012]"
4914,163.8,00:02:43.80,1,,"[0.564503, 0.586228, 0.107381, 0.131373]"
4915,163.83333333333334,00:02:43.83,1,,"[0.564934, 0.586568, 0.106307, 0.131781]"
4916,163.86666666666667,00:02:43.86,1,,"[0.565165, 0.587503, 0.106299, 0.130956]"
4917,163.9,00:02:43.90,1,,"[0.565951, 0.588583, 0.104111, 0.129272]"
4918,163.93333333333334,00:02:43.93,1,,"[0.566498, 0.591166, 0.105421, 0.125392]"
4919,163.96666666666667,00:02:43.96,1,,"[0.567815, 0.59203, 0.10314, 0.123884]"
4920,164.0,00:02:44.00,1,,"[0.566772, 0.592258, 0.105799, 0.123313]"
4921,164.03333333333333,00:02:44.03,1,,"[0.566625, 0.593565, 0.106038, 0.120819]"
4922,164.06666666666666,00:02:44.06,1,,"[0.564998, 0.594077, 0.107236, 0.119065]"
4923,164.1,00:02:44.09,1,,"[0.565518, 0.595052, 0.107148, 0.118015]"
4924,164.13333333333333,00:02:44.13,1,,"[0.565888, 0.596085, 0.106177, 0.116228]"
4925,164.16666666666666,00:02:44.16,1,,"[0.565567, 0.595864, 0.105308, 0.116325]"
4926,164.2,00:02:44.19,1,,"[0.565693, 0.595055, 0.105828, 0.118114]"
4927,164.23333333333332,00:02:44.23,1,,"[0.565435, 0.592748, 0.107843, 0.123994]"
4928,164.26666666666668,00:02:44.26,1,,"[0.566126, 0.592247, 0.106935, 0.126382]"
4929,164.3,00:02:44.30,1,,"[0.566316, 0.591735, 0.1068, 0.127188]"
4930,164.33333333333334,00:02:44.33,1,,"[0.565868, 0.591252, 0.107423, 0.127919]"
4931,164.36666666666667,00:02:44.36,1,,"[0.565492, 0.591793, 0.107889, 0.125609]"
4932,164.4,00:02:44.40,1,,"[0.565434, 0.591895, 0.107593, 0.125189]"
4933,164.43333333333334,00:02:44.43,1,,"[0.565937, 0.592281, 0.106905, 0.125401]"
4934,164.46666666666667,00:02:44.46,1,,"[0.56662, 0.591457, 0.10624, 0.127714]"
4935,164.5,00:02:44.50,1,,"[0.566755, 0.590506, 0.106569, 0.129453]"
4936,164.53333333333333,00:02:44.53,1,,"[0.566958, 0.589911, 0.105944, 0.129572]"
4937,164.56666666666666,00:02:44.56,1,,"[0.566569, 0.58965, 0.106964, 0.129683]"
4938,164.6,00:02:44.59,1,,"[0.566532, 0.590144, 0.106875, 0.128156]"
4939,164.63333333333333,00:02:44.63,1,,"[0.566523, 0.589162, 0.10735, 0.130424]"
4940,164.66666666666666,00:02:44.66,1,,"[0.566976, 0.590104, 0.106198, 0.128668]"
4941,164.7,00:02:44.69,1,,"[0.566553, 0.592019, 0.106331, 0.124611]"
4942,164.73333333333332,00:02:44.73,1,,"[0.566139, 0.591496, 0.10712, 0.125857]"
4943,164.76666666666668,00:02:44.76,1,,"[0.567689, 0.590814, 0.104495, 0.127606]"
4944,164.8,00:02:44.80,1,,"[0.566735, 0.588048, 0.106605, 0.132834]"
4945,164.83333333333334,00:02:44.83,1,,"[0.568386, 0.58627, 0.10352, 0.135572]"
4946,164.86666666666667,00:02:44.86,1,,"[0.572395, 0.585124, 0.0963572, 0.138258]"
4947,164.9,00:02:44.90,1,,"[0.573248, 0.583131, 0.0950296, 0.139221]"
4948,164.93333333333334,00:02:44.93,1,,"[0.57371, 0.581899, 0.0944008, 0.141024]"
4949,164.96666666666667,00:02:44.96,1,,"[0.574842, 0.580005, 0.092914, 0.143375]"
4950,165.0,00:02:45.00,1,,"[0.57497, 0.579764, 0.0926315, 0.143068]"
4951,165.03333333333333,00:02:45.03,1,,"[0.574271, 0.580226, 0.0941553, 0.141771]"
4952,165.06666666666666,00:02:45.06,1,,"[0.574691, 0.581065, 0.0931082, 0.140824]"
4953,165.1,00:02:45.09,1,,"[0.574572, 0.581302, 0.0933939, 0.140958]"
4954,165.13333333333333,00:02:45.13,1,,"[0.573795, 0.582045, 0.0945807, 0.141745]"
4955,165.16666666666666,00:02:45.16,1,,"[0.573278, 0.583757, 0.0952593, 0.139645]"
4956,165.2,00:02:45.19,1,,"[0.573809, 0.584939, 0.0941495, 0.138367]"
4957,165.23333333333332,00:02:45.23,1,,"[0.573119, 0.585923, 0.0944044, 0.136346]"
4958,165.26666666666668,00:02:45.26,1,,"[0.57308, 0.586123, 0.0939871, 0.136719]"
4959,165.3,00:02:45.30,1,,"[0.573874, 0.584455, 0.0927268, 0.1386]"
4960,165.33333333333334,00:02:45.33,1,,"[0.573384, 0.582734, 0.0921825, 0.141814]"
4961,165.36666666666667,00:02:45.36,1,,"[0.576012, 0.583057, 0.0886556, 0.14132]"
4962,165.4,00:02:45.40,1,,"[0.575938, 0.582924, 0.0884182, 0.14207]"
4963,165.43333333333334,00:02:45.43,1,,"[0.575648, 0.5827, 0.08871, 0.141414]"
4964,165.46666666666667,00:02:45.46,1,,"[0.574369, 0.583931, 0.0902882, 0.139417]"
4965,165.5,00:02:45.50,1,,"[0.573551, 0.583192, 0.0922098, 0.141582]"
4966,165.53333333333333,00:02:45.53,1,,"[0.572465, 0.581551, 0.0945276, 0.144535]"
4967,165.56666666666666,00:02:45.56,1,,"[0.572581, 0.579348, 0.0940577, 0.146541]"
4968,165.6,00:02:45.59,1,,"[0.572602, 0.576816, 0.0939222, 0.149536]"
4969,165.63333333333333,00:02:45.63,1,,"[0.57289, 0.576739, 0.0940329, 0.149401]"
4970,165.66666666666666,00:02:45.66,1,,"[0.572872, 0.576573, 0.0937485, 0.148882]"
4971,165.7,00:02:45.69,1,,"[0.572722, 0.577821, 0.0939518, 0.146559]"
4972,165.73333333333332,00:02:45.73,1,,"[0.571743, 0.577563, 0.0955174, 0.147237]"
4973,165.76666666666668,00:02:45.76,1,,"[0.571269, 0.578362, 0.0970627, 0.146581]"
4974,165.8,00:02:45.80,1,,"[0.571573, 0.579558, 0.0967525, 0.145497]"
4975,165.83333333333334,00:02:45.83,1,,"[0.57156, 0.580466, 0.0962041, 0.146005]"
4976,165.86666666666667,00:02:45.86,1,,"[0.571183, 0.581205, 0.0970725, 0.144171]"
4977,165.9,00:02:45.90,1,,"[0.571003, 0.580884, 0.0970892, 0.144507]"
4978,165.93333333333334,00:02:45.93,1,,"[0.570955, 0.581471, 0.097459, 0.143622]"
4979,165.96666666666667,00:02:45.96,1,,"[0.570544, 0.581581, 0.0980436, 0.142468]"
4980,166.0,00:02:46.00,1,,"[0.56986, 0.581705, 0.0995636, 0.14282]"
4981,166.03333333333333,00:02:46.03,1,,"[0.56944, 0.582615, 0.100322, 0.142068]"
4982,166.06666666666666,00:02:46.06,1,,"[0.568567, 0.583493, 0.101376, 0.139634]"
4983,166.1,00:02:46.09,1,,"[0.568371, 0.584969, 0.102122, 0.137613]"
4984,166.13333333333333,00:02:46.13,1,,"[0.567346, 0.585548, 0.104386, 0.13639]"
4985,166.16666666666666,00:02:46.16,1,,"[0.566459, 0.585325, 0.106703, 0.136433]"
4986,166.2,00:02:46.19,1,,"[0.565286, 0.584581, 0.108628, 0.137029]"
4987,166.23333333333332,00:02:46.23,1,,"[0.564757, 0.583915, 0.109074, 0.135688]"
4988,166.26666666666668,00:02:46.26,1,,"[0.56416, 0.586015, 0.109282, 0.13441]"
4989,166.3,00:02:46.30,1,,"[0.564884, 0.587679, 0.108223, 0.132043]"
4990,166.33333333333334,00:02:46.33,1,,"[0.5628, 0.58966, 0.111121, 0.126842]"
4991,166.36666666666667,00:02:46.36,1,,"[0.56286, 0.593155, 0.111578, 0.122472]"
4992,166.4,00:02:46.40,1,,"[0.56026, 0.594946, 0.111228, 0.118935]"
4993,166.43333333333334,00:02:46.43,1,,"[0.559594, 0.598253, 0.111733, 0.115131]"
4994,166.46666666666667,00:02:46.46,1,,"[0.558961, 0.600566, 0.11244, 0.111131]"
4995,166.5,00:02:46.50,1,,"[0.558341, 0.602443, 0.11421, 0.106785]"
4996,166.53333333333333,00:02:46.53,1,,"[0.557594, 0.602848, 0.116191, 0.105598]"
4997,166.56666666666666,00:02:46.56,1,,"[0.55798, 0.603219, 0.11558, 0.104926]"
4998,166.6,00:02:46.59,1,,"[0.557802, 0.602993, 0.115222, 0.104947]"
4999,166.63333333333333,00:02:46.63,1,,"[0.55785, 0.603117, 0.115391, 0.105249]"
5000,166.66666666666666,00:02:46.66,1,,"[0.557377, 0.603065, 0.116399, 0.105357]"
5001,166.7,00:02:46.69,1,,"[0.558035, 0.602573, 0.115871, 0.106402]"
5002,166.73333333333332,00:02:46.73,1,,"[0.558766, 0.601756, 0.114012, 0.109584]"
5003,166.76666666666668,00:02:46.76,1,,"[0.558918, 0.599652, 0.114049, 0.112971]"
5004,166.8,00:02:46.80,1,,"[0.558729, 0.598858, 0.115412, 0.114479]"
5005,166.83333333333334,00:02:46.83,1,,"[0.559507, 0.597814, 0.114346, 0.116025]"
5006,166.86666666666667,00:02:46.86,1,,"[0.559498, 0.597212, 0.114872, 0.116881]"
5007,166.9,00:02:46.90,1,,"[0.559805, 0.597096, 0.114551, 0.117191]"
5008,166.93333333333334,00:02:46.93,1,,"[0.560345, 0.597679, 0.112075, 0.116077]"
5009,166.96666666666667,00:02:46.96,1,,"[0.561007, 0.596925, 0.110591, 0.117835]"
5010,167.0,00:02:47.00,1,,"[0.561751, 0.596721, 0.108697, 0.116851]"
5011,167.03333333333333,00:02:47.03,1,,"[0.561981, 0.595733, 0.108028, 0.119184]"
5012,167.06666666666666,00:02:47.06,1,,"[0.561915, 0.595179, 0.108037, 0.120073]"
5013,167.1,00:02:47.09,1,,"[0.561886, 0.595511, 0.108487, 0.11909]"
5014,167.13333333333333,00:02:47.13,1,,"[0.56207, 0.596202, 0.10729, 0.11695]"
5015,167.16666666666666,00:02:47.16,1,,"[0.563499, 0.596249, 0.111425, 0.11723]"
5016,167.2,00:02:47.19,1,,"[0.563653, 0.595566, 0.111868, 0.118895]"
5017,167.23333333333332,00:02:47.23,1,,"[0.56368, 0.596382, 0.111475, 0.116746]"
5018,167.26666666666668,00:02:47.26,1,,"[0.563654, 0.596187, 0.111531, 0.117212]"
5019,167.3,00:02:47.30,1,,"[0.563496, 0.595047, 0.11167, 0.119938]"
5020,167.33333333333334,00:02:47.33,1,,"[0.564501, 0.594615, 0.110266, 0.120722]"
5021,167.36666666666667,00:02:47.36,1,,"[0.564186, 0.59398, 0.110587, 0.121365]"
5022,167.4,00:02:47.40,1,,"[0.563983, 0.593688, 0.111433, 0.121842]"
5023,167.43333333333334,00:02:47.43,1,,"[0.563645, 0.591961, 0.112027, 0.125447]"
5024,167.46666666666667,00:02:47.46,1,,"[0.563325, 0.592135, 0.11284, 0.125841]"
5025,167.5,00:02:47.50,1,,"[0.563107, 0.591891, 0.11221, 0.126235]"
5026,167.53333333333333,00:02:47.53,1,,"[0.562867, 0.592097, 0.111502, 0.125293]"
5027,167.56666666666666,00:02:47.56,1,,"[0.561793, 0.591781, 0.109727, 0.126536]"
5028,167.6,00:02:47.59,1,,"[0.562552, 0.591408, 0.110942, 0.126723]"
5029,167.63333333333333,00:02:47.63,1,,"[0.562585, 0.591655, 0.110809, 0.125728]"
5030,167.66666666666666,00:02:47.66,1,,"[0.562028, 0.591442, 0.109473, 0.126859]"
5031,167.7,00:02:47.69,1,,"[0.562059, 0.591264, 0.109648, 0.127033]"
5032,167.73333333333332,00:02:47.73,1,,"[0.562139, 0.59115, 0.10958, 0.126591]"
5033,167.76666666666668,00:02:47.76,1,,"[0.561977, 0.590803, 0.108975, 0.125588]"
5034,167.8,00:02:47.80,1,,"[0.562263, 0.590499, 0.110282, 0.126222]"
5035,167.83333333333334,00:02:47.83,1,,"[0.561315, 0.589362, 0.109031, 0.125219]"
5036,167.86666666666667,00:02:47.86,1,,"[0.561788, 0.590517, 0.108728, 0.125114]"
5037,167.9,00:02:47.90,1,,"[0.561865, 0.59101, 0.108592, 0.124622]"
5038,167.93333333333334,00:02:47.93,1,,"[0.561799, 0.591351, 0.108171, 0.123463]"
5039,167.96666666666667,00:02:47.96,1,,"[0.562064, 0.591089, 0.1081, 0.123401]"
5040,168.0,00:02:48.00,1,,"[0.562469, 0.591193, 0.1097, 0.124222]"
5041,168.03333333333333,00:02:48.03,1,,"[0.56252, 0.591493, 0.109405, 0.122997]"
5042,168.06666666666666,00:02:48.06,1,,"[0.562415, 0.591552, 0.109276, 0.123382]"
5043,168.1,00:02:48.09,1,,"[0.562663, 0.591533, 0.109645, 0.123575]"
5044,168.13333333333333,00:02:48.13,1,,"[0.562447, 0.591512, 0.109233, 0.123314]"
5045,168.16666666666666,00:02:48.16,1,,"[0.5627, 0.591947, 0.109641, 0.122808]"
5046,168.2,00:02:48.19,1,,"[0.56208, 0.592097, 0.108206, 0.122401]"
5047,168.23333333333332,00:02:48.23,1,,"[0.562132, 0.59208, 0.108298, 0.121999]"
5048,168.26666666666668,00:02:48.26,1,,"[0.562177, 0.592199, 0.108363, 0.122312]"
5049,168.3,00:02:48.30,1,,"[0.562026, 0.592374, 0.10834, 0.122487]"
5050,168.33333333333334,00:02:48.33,1,,"[0.561982, 0.592335, 0.108453, 0.12157]"
5051,168.36666666666667,00:02:48.36,1,,"[0.56195, 0.592592, 0.108348, 0.121836]"
5052,168.4,00:02:48.40,1,,"[0.561906, 0.592368, 0.108367, 0.121506]"
5053,168.43333333333334,00:02:48.43,1,,"[0.561784, 0.592382, 0.108174, 0.121136]"
5054,168.46666666666667,00:02:48.46,1,,"[0.562046, 0.592911, 0.108467, 0.121642]"
5055,168.5,00:02:48.50,1,,"[0.561956, 0.592924, 0.10876, 0.122044]"
5056,168.53333333333333,00:02:48.53,1,,"[0.561859, 0.592746, 0.108805, 0.12278]"
5057,168.56666666666666,00:02:48.56,1,,"[0.561842, 0.592869, 0.108466, 0.122336]"
5058,168.6,00:02:48.59,1,,"[0.562076, 0.592873, 0.108675, 0.121439]"
5059,168.63333333333333,00:02:48.63,1,,"[0.562122, 0.593135, 0.108944, 0.122215]"
5060,168.66666666666666,00:02:48.66,1,,"[0.561973, 0.592993, 0.109457, 0.123087]"
5061,168.7,00:02:48.69,1,,"[0.562209, 0.593082, 0.109111, 0.122732]"
5062,168.73333333333332,00:02:48.73,1,,"[0.562113, 0.593189, 0.109047, 0.123095]"
5063,168.76666666666668,00:02:48.76,1,,"[0.562295, 0.592965, 0.108541, 0.121844]"
5064,168.8,00:02:48.80,1,,"[0.562313, 0.593145, 0.108425, 0.122237]"
5065,168.83333333333334,00:02:48.83,1,,"[0.562285, 0.592757, 0.108304, 0.122307]"
5066,168.86666666666667,00:02:48.86,1,,"[0.562201, 0.592974, 0.108007, 0.122483]"
5067,168.9,00:02:48.90,1,,"[0.56216, 0.593205, 0.108385, 0.122267]"
5068,168.93333333333334,00:02:48.93,1,,"[0.561844, 0.593242, 0.109084, 0.123026]"
5069,168.96666666666667,00:02:48.96,1,,"[0.561489, 0.593618, 0.109473, 0.122561]"
5070,169.0,00:02:49.00,1,,"[0.561575, 0.593342, 0.109446, 0.122914]"
5071,169.03333333333333,00:02:49.03,1,,"[0.561198, 0.593107, 0.110163, 0.123752]"
5072,169.06666666666666,00:02:49.06,1,,"[0.561681, 0.593068, 0.109467, 0.124061]"
5073,169.1,00:02:49.09,1,,"[0.561286, 0.592278, 0.108864, 0.125367]"
5074,169.13333333333333,00:02:49.13,1,,"[0.561536, 0.591354, 0.110804, 0.126113]"
5075,169.16666666666666,00:02:49.16,1,,"[0.561246, 0.589207, 0.111383, 0.130986]"
5076,169.2,00:02:49.19,1,,"[0.561068, 0.587208, 0.110896, 0.134689]"
5077,169.23333333333332,00:02:49.23,1,,"[0.561161, 0.584159, 0.110808, 0.137401]"
5078,169.26666666666668,00:02:49.26,1,,"[0.561682, 0.582076, 0.111348, 0.140772]"
5079,169.3,00:02:49.30,1,,"[0.563119, 0.581407, 0.110033, 0.141716]"
5080,169.33333333333334,00:02:49.33,1,,"[0.564444, 0.579509, 0.107666, 0.144528]"
5081,169.36666666666667,00:02:49.36,1,,"[0.564958, 0.579339, 0.106906, 0.144962]"
5082,169.4,00:02:49.40,1,,"[0.564967, 0.57845, 0.106846, 0.147411]"
5083,169.43333333333334,00:02:49.43,1,,"[0.565556, 0.578695, 0.10576, 0.146343]"
5084,169.46666666666667,00:02:49.46,1,,"[0.565584, 0.577494, 0.105357, 0.148053]"
5085,169.5,00:02:49.50,1,,"[0.565305, 0.576881, 0.105634, 0.148276]"
5086,169.53333333333333,00:02:49.53,1,,"[0.56478, 0.574348, 0.106181, 0.152121]"
5087,169.56666666666666,00:02:49.56,1,,"[0.566051, 0.575008, 0.103, 0.150622]"
5088,169.6,00:02:49.59,1,,"[0.567584, 0.575034, 0.100667, 0.151183]"
5089,169.63333333333333,00:02:49.63,1,,"[0.567762, 0.575044, 0.0998674, 0.150452]"
5090,169.66666666666666,00:02:49.66,1,,"[0.567671, 0.574897, 0.100265, 0.150363]"
5091,169.7,00:02:49.69,1,,"[0.566646, 0.574465, 0.101693, 0.151148]"
5092,169.73333333333332,00:02:49.73,1,,"[0.565978, 0.574882, 0.103835, 0.151686]"
5093,169.76666666666668,00:02:49.76,1,,"[0.566, 0.57562, 0.10329, 0.150352]"
5094,169.8,00:02:49.80,1,,"[0.565922, 0.576336, 0.103845, 0.148806]"
5095,169.83333333333334,00:02:49.83,1,,"[0.565912, 0.576298, 0.104083, 0.148947]"
5096,169.86666666666667,00:02:49.86,1,,"[0.565905, 0.576425, 0.105053, 0.149404]"
5097,169.9,00:02:49.90,1,,"[0.566167, 0.576886, 0.104618, 0.148727]"
5098,169.93333333333334,00:02:49.93,1,,"[0.565915, 0.577115, 0.105201, 0.148642]"
5099,169.96666666666667,00:02:49.96,1,,"[0.566435, 0.577881, 0.10397, 0.147289]"
5100,170.0,00:02:50.00,1,,"[0.566137, 0.577758, 0.104878, 0.14834]"
5101,170.03333333333333,00:02:50.03,1,,"[0.566223, 0.577852, 0.105074, 0.148154]"
5102,170.06666666666666,00:02:50.06,1,,"[0.566106, 0.576996, 0.105869, 0.149569]"
5103,170.1,00:02:50.09,1,,"[0.565378, 0.578324, 0.106527, 0.147184]"
5104,170.13333333333333,00:02:50.13,1,,"[0.565586, 0.578315, 0.105363, 0.146794]"
5105,170.16666666666666,00:02:50.16,1,,"[0.565898, 0.578259, 0.104783, 0.146981]"
5106,170.2,00:02:50.19,1,,"[0.566216, 0.578175, 0.104451, 0.14697]"
5107,170.23333333333332,00:02:50.23,1,,"[0.566311, 0.578425, 0.10402, 0.146518]"
5108,170.26666666666668,00:02:50.26,1,,"[0.566718, 0.57989, 0.104943, 0.144528]"
5109,170.3,00:02:50.30,1,,"[0.564787, 0.57882, 0.107172, 0.145391]"
5110,170.33333333333334,00:02:50.33,1,,"[0.56501, 0.579563, 0.106668, 0.144601]"
5111,170.36666666666667,00:02:50.36,1,,"[0.565123, 0.580649, 0.107021, 0.143493]"
5112,170.4,00:02:50.40,1,,"[0.565753, 0.584094, 0.107147, 0.138629]"
5113,170.43333333333334,00:02:50.43,1,,"[0.5652, 0.58508, 0.107015, 0.136607]"
5114,170.46666666666667,00:02:50.46,1,,"[0.565354, 0.585187, 0.107275, 0.136598]"
5115,170.5,00:02:50.50,1,,"[0.565484, 0.584965, 0.106994, 0.136768]"
5116,170.53333333333333,00:02:50.53,1,,"[0.565756, 0.584757, 0.106752, 0.137729]"
5117,170.56666666666666,00:02:50.56,1,,"[0.566487, 0.586453, 0.106095, 0.136484]"
5118,170.6,00:02:50.59,1,,"[0.566421, 0.587293, 0.105939, 0.1357]"
5119,170.63333333333333,00:02:50.63,1,,"[0.566874, 0.589483, 0.105089, 0.131386]"
5120,170.66666666666666,00:02:50.66,1,,"[0.566994, 0.591058, 0.104952, 0.128952]"
5121,170.7,00:02:50.69,1,,"[0.567285, 0.59106, 0.104473, 0.128236]"
5122,170.73333333333332,00:02:50.73,1,,"[0.568067, 0.590562, 0.102397, 0.129228]"
5123,170.76666666666668,00:02:50.76,1,,"[0.567959, 0.589791, 0.101637, 0.129986]"
5124,170.8,00:02:50.80,1,,"[0.568545, 0.588193, 0.101479, 0.134127]"
5125,170.83333333333334,00:02:50.83,1,,"[0.56909, 0.58697, 0.101269, 0.136937]"
5126,170.86666666666667,00:02:50.86,1,,"[0.569733, 0.585484, 0.0983945, 0.13905]"
5127,170.9,00:02:50.90,1,,"[0.570468, 0.58544, 0.0970387, 0.139605]"
5128,170.93333333333334,00:02:50.93,1,,"[0.570703, 0.585235, 0.0966785, 0.138975]"
5129,170.96666666666667,00:02:50.96,1,,"[0.571376, 0.585401, 0.0957119, 0.139322]"
5130,171.0,00:02:51.00,1,,"[0.571868, 0.585824, 0.0950203, 0.13831]"
5131,171.03333333333333,00:02:51.03,1,,"[0.571623, 0.586029, 0.0953247, 0.138202]"
5132,171.06666666666666,00:02:51.06,1,,"[0.571023, 0.586191, 0.0963663, 0.137612]"
5133,171.1,00:02:51.09,1,,"[0.570673, 0.58599, 0.0969833, 0.137588]"
5134,171.13333333333333,00:02:51.13,1,,"[0.570355, 0.58566, 0.0975143, 0.138331]"
5135,171.16666666666666,00:02:51.16,1,,"[0.570266, 0.585564, 0.0977346, 0.138497]"
5136,171.2,00:02:51.19,1,,"[0.570299, 0.585451, 0.0979044, 0.138723]"
5137,171.23333333333332,00:02:51.23,1,,"[0.570966, 0.58604, 0.0966791, 0.138029]"
5138,171.26666666666668,00:02:51.26,1,,"[0.570428, 0.585364, 0.0979549, 0.13888]"
5139,171.3,00:02:51.30,1,,"[0.569081, 0.586232, 0.102119, 0.137219]"
5140,171.33333333333334,00:02:51.33,1,,"[0.567994, 0.591609, 0.10067, 0.126985]"
5141,171.36666666666667,00:02:51.36,1,,"[0.566858, 0.594464, 0.103313, 0.122903]"
5142,171.4,00:02:51.40,1,,"[0.56561, 0.597231, 0.105969, 0.116756]"
5143,171.43333333333334,00:02:51.43,1,,"[0.563388, 0.599783, 0.108884, 0.113371]"
5144,171.46666666666667,00:02:51.46,1,,"[0.563438, 0.600782, 0.109566, 0.111785]"
5145,171.5,00:02:51.50,1,,"[0.564525, 0.601922, 0.108578, 0.109934]"
5146,171.53333333333333,00:02:51.53,1,,"[0.564332, 0.603279, 0.1085, 0.107416]"
5147,171.56666666666666,00:02:51.56,1,,"[0.564314, 0.602968, 0.108184, 0.107882]"
5148,171.6,00:02:51.59,1,,"[0.565363, 0.606062, 0.107786, 0.103418]"
5149,171.63333333333333,00:02:51.63,1,,"[0.563437, 0.608361, 0.109012, 0.099585]"
5150,171.66666666666666,00:02:51.66,1,,"[0.563839, 0.61055, 0.108304, 0.0948029]"
5151,171.7,00:02:51.69,1,,"[0.564343, 0.6116, 0.106952, 0.0924475]"
5152,171.73333333333332,00:02:51.73,1,,"[0.563949, 0.611891, 0.108394, 0.0925586]"
5153,171.76666666666668,00:02:51.76,1,,"[0.564241, 0.612348, 0.106724, 0.0922165]"
